file_type,file_type_code,size_bytes,entropy,printable_ratio,null_ratio,control_ratio,suspicious_keyword_hits,script_keyword_hits,url_count,base64_blob_count,has_mz,has_pdf,has_zip,is_json_valid,pe_section_count,pdf_js_count,pdf_openaction_count,pdf_embedded_count,doc_has_macro,doc_has_external_link,doc_has_embedding,json_command_fields,json_suspicious_values,text_length,label
exe,0,70144,4.954553242375066,0.220283,0.159918,0.013769,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,4208,0
exe,0,21504,5.4391264943613145,0.113153,0.179885,0.051801,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,8745,0
exe,0,2014808,6.630389016722848,0.143241,0.097703,0.020687,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,2921,0
exe,0,92912,6.649492069782774,0.142806,0.020345,0.029521,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,10347,0
exe,0,15160,6.363294729980951,0.209982,0.173171,0.059771,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,16947,0
exe,0,340512,6.11823812300926,0.140247,0.067473,0.058435,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,2997,0
exe,0,115712,6.539503530633654,0.294474,0.029146,0.039209,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,6158,0
exe,0,1253376,5.613086204669008,0.114789,0.101253,0.052567,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,3226,0
exe,0,58368,6.215910681277263,0.275555,0.057633,0.015994,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,9067,0
exe,0,12538184,1.5795611281284794,0.250519,0.026359,0.014099,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,11366,0
exe,0,58272,5.944411003606763,0.343024,0.052681,0.04581,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,9703,0
exe,0,38400,6.21785034743866,0.202904,0.12747,0.025,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,3377,0
exe,0,19968,5.576421120829001,0.102422,0.119385,0.03815,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,3400,0
exe,0,26440904,7.993373677582997,0.239785,0.100942,0.016623,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,3254,0
exe,0,15944,5.548933672959481,0.32861,0.079124,0.017887,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,10912,0
exe,0,20564,2.697976067852435,0.259036,0.177957,0.042699,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,10810,0
exe,0,221184,5.942622934551854,0.342257,0.036574,0.053906,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,4782,0
exe,0,266240,6.239409355425987,0.331325,0.138787,0.017772,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,7901,0
exe,0,47616,6.213353757894654,0.286579,0.052576,0.041712,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,17561,0
exe,0,1893672,6.380886396824882,0.227018,0.164854,0.052305,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,14879,0
exe,0,671232,6.378125023237137,0.315631,0.027054,0.026678,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,9583,0
exe,0,65536,6.264424622984579,0.142011,0.090694,0.045283,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,1316,0
exe,0,1059328,6.428030106103181,0.129087,0.171208,0.044551,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,2180,0
exe,0,13130768,7.999739964802473,0.316995,0.113202,0.017405,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,2370,0
exe,0,242176,6.568697627999721,0.180147,0.163837,0.049806,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,12724,0
exe,0,19472,5.713314675342297,0.15462,0.059925,0.01514,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,14316,0
exe,0,250784,5.944965827950952,0.353198,0.139916,0.056288,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,6324,0
exe,0,82944,6.369040489860201,0.353814,0.149723,0.054071,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,6877,0
exe,0,229376,5.959021171528724,0.291507,0.07315,0.056541,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,9742,0
exe,0,247712,5.5567537471018,0.141391,0.132205,0.029127,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,16423,0
exe,0,221184,6.648873833327671,0.157833,0.150654,0.033015,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,8457,0
exe,0,319488,6.802624452080096,0.15796,0.125605,0.029923,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,3274,0
exe,0,12381520,7.999819211747205,0.351391,0.06466,0.042074,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,11851,0
exe,0,46592,6.022221122363835,0.344202,0.038455,0.05852,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,9698,0
exe,0,20992,5.857633367782435,0.109947,0.115451,0.027284,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,15299,0
exe,0,162632,3.983254456212264,0.257614,0.101828,0.02926,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,7228,0
exe,0,6283264,4.4397504305812365,0.166228,0.133406,0.010085,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,7456,0
exe,0,464928,6.43388094718056,0.194698,0.031196,0.043212,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,11286,0
exe,0,30208,4.420740200137153,0.272481,0.03994,0.055002,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,11134,0
exe,0,4608,4.098881887043321,0.273392,0.072189,0.04486,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,5170,0
exe,0,101408,6.213722591068701,0.149878,0.126389,0.028957,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,10861,0
exe,0,176248,7.276241754292704,0.20558,0.153396,0.025194,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,15086,0
exe,0,627712,6.325806258653351,0.304297,0.117066,0.026112,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,15488,0
exe,0,1853440,6.70894741507752,0.275663,0.101788,0.049687,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,3778,0
exe,0,98848,5.695931627084219,0.173784,0.126217,0.040963,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,8696,0
exe,0,62256,6.551445271465744,0.274927,0.055943,0.019956,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,2514,0
exe,0,177152,6.520159559664156,0.163659,0.096022,0.052487,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,15923,0
exe,0,36941,3.945871708809832,0.207755,0.120762,0.019722,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,17199,0
exe,0,12104,6.097678127501466,0.20391,0.043611,0.044381,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,14931,0
exe,0,45056,6.304069844920544,0.156899,0.148658,0.044796,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,2645,0
exe,0,86840,6.708773626714263,0.244926,0.166795,0.016068,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,16225,0
exe,0,620088,7.189810804533995,0.27357,0.178063,0.039773,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,17540,0
exe,0,181104,6.538754330945242,0.210953,0.165097,0.032296,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,16554,0
exe,0,18696,5.18408451841858,0.217018,0.140284,0.051993,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,16879,0
exe,0,31528,6.340369082677727,0.262955,0.063936,0.013874,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,8683,0
exe,0,20992,5.915772832584821,0.170646,0.071154,0.037008,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,5942,0
exe,0,378880,6.418868053679672,0.160128,0.131032,0.045321,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,14594,0
exe,0,10752,4.816311746096219,0.205976,0.106818,0.030789,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,14767,0
exe,0,54272,6.234923252681093,0.201264,0.143167,0.057303,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,13464,0
exe,0,12341760,6.046653711198118,0.224015,0.170839,0.024931,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,14730,0
exe,0,262672,6.23516403074064,0.239937,0.137541,0.049993,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,16998,0
exe,0,39424,6.001317755885724,0.15705,0.089734,0.011451,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,14248,0
exe,0,633848,7.180995069287877,0.288287,0.154481,0.055977,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,1883,0
exe,0,17920,5.642610234572482,0.335802,0.114703,0.04315,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,15044,0
exe,0,530760,6.262511817520746,0.135282,0.093872,0.012514,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,11726,0
exe,0,437320,6.718186519936339,0.155032,0.072295,0.048061,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,10117,0
exe,0,57344,6.028573286174816,0.295523,0.153108,0.022614,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,16411,0
exe,0,374272,4.850999220920295,0.10504,0.106307,0.059995,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,8347,0
exe,0,599840,4.08471126548453,0.269037,0.144997,0.042588,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,9102,0
exe,0,790016,5.83136999021195,0.151834,0.023261,0.017619,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,16517,0
exe,0,606848,7.77588156957005,0.274059,0.110235,0.020898,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,13087,0
exe,0,394064,6.403249038297858,0.143625,0.11716,0.047396,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,6366,0
exe,0,4316672,7.9990245588183795,0.350827,0.037296,0.011284,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,13298,0
exe,0,239616,5.308815696138135,0.20313,0.134402,0.0138,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,4339,0
exe,0,9728,4.973922347323388,0.28127,0.068253,0.044213,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,2345,0
exe,0,5853704,7.999041691943399,0.190273,0.08854,0.028529,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,12181,0
exe,0,73728,6.30077227963136,0.10329,0.087209,0.03451,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,12868,0
exe,0,10096,6.124894248463284,0.265252,0.152593,0.045365,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,6771,0
exe,0,2106216,6.4563314852745375,0.290787,0.174476,0.023504,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,16843,0
exe,0,12856,6.0976818022635895,0.220867,0.152118,0.039624,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,9044,0
exe,0,24696,6.448766052154314,0.31599,0.033866,0.054082,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,16227,0
exe,0,321352,6.624720396423843,0.248161,0.12691,0.02682,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,11650,0
exe,0,33280,5.572492043292423,0.147278,0.053939,0.049892,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,10163,0
exe,0,169560,5.90210335294466,0.328883,0.132189,0.023813,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,17928,0
exe,0,333824,6.491403884562367,0.346496,0.033698,0.046004,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,8874,0
exe,0,64440,6.53660704773304,0.279558,0.123344,0.034541,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,4049,0
exe,0,1967616,5.74817860072051,0.176501,0.084704,0.022165,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,13092,0
exe,0,269216,6.57359833815182,0.223048,0.104948,0.031275,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,11839,0
exe,0,577080,6.686877083729761,0.191471,0.092599,0.025331,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,4953,0
exe,0,53248,4.708528853335379,0.287534,0.070488,0.047144,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,7276,0
exe,0,165200,6.380507521551184,0.15626,0.097472,0.046229,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,10273,0
exe,0,137336,6.184228950882737,0.354933,0.153221,0.024812,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,6879,0
exe,0,64512,5.777096152279686,0.17859,0.133283,0.016329,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,2786,0
exe,0,20952,6.655729983863849,0.243873,0.131587,0.016314,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,4361,0
exe,0,49664,6.170969455730416,0.326907,0.11185,0.03347,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,12164,0
exe,0,17408,5.713358341212947,0.147935,0.02822,0.057053,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,4738,0
exe,0,15872,5.430120864479511,0.31375,0.084113,0.013704,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,5971,0
exe,0,2872112,6.793886713742296,0.138791,0.110054,0.025192,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,4881,0
exe,0,125912,5.916033541258594,0.245099,0.086588,0.039806,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,8395,0
exe,0,12288,1.6063852216473178,0.30168,0.08086,0.055425,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,15051,0
exe,0,225696,7.242206464920079,0.179399,0.119364,0.040482,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,7808,0
exe,0,12664,5.795354607133712,0.262634,0.062343,0.014059,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,6695,0
exe,0,348160,6.542820064620783,0.243518,0.045045,0.030426,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,16398,0
exe,0,109056,6.465358413863567,0.175727,0.057036,0.045348,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,3332,0
exe,0,40960,4.285637479266955,0.27872,0.167826,0.049391,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,7482,0
exe,0,257096,7.018826811965127,0.210536,0.10713,0.042382,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,5660,0
exe,0,3452416,3.194182448622418,0.118567,0.046548,0.025381,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,10457,0
exe,0,153088,6.435979027420873,0.21418,0.094992,0.025205,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,9920,0
exe,0,89088,6.301562703878576,0.230123,0.099007,0.014022,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,15156,0
exe,0,15776,6.227469251590447,0.290979,0.116594,0.011293,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,1679,0
exe,0,90640,5.615787541178506,0.359889,0.127565,0.023476,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,6740,0
exe,0,172032,5.699202411663929,0.22233,0.124242,0.055804,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,15283,0
exe,0,77824,4.87397878607076,0.265044,0.098676,0.014562,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,14380,0
exe,0,498176,6.144838302778538,0.18666,0.127221,0.052887,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,14488,0
exe,0,101712,6.040730193222703,0.280355,0.066115,0.05726,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,2202,0
exe,0,46936,6.5901641675336124,0.218255,0.070323,0.026164,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,17862,0
exe,0,28672,6.062996888899677,0.314481,0.020184,0.053468,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,14541,0
exe,0,176576,5.884161716360597,0.114093,0.10295,0.041132,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,15484,0
exe,0,19984,5.661844422331602,0.297598,0.052569,0.037461,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,15356,0
exe,0,14336,5.649008244009094,0.32902,0.097554,0.011443,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,8841,0
exe,0,5361664,6.725205981976202,0.284544,0.06972,0.010684,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,4054,0
exe,0,81920,7.149565232924368,0.158422,0.154625,0.015673,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,6045,0
exe,0,58368,4.578026873784851,0.229578,0.134657,0.035444,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,14614,0
exe,0,1411816,6.355301261752246,0.317028,0.176839,0.022187,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,5739,0
exe,0,111119304,7.999996830918054,0.199732,0.167499,0.035412,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,3287,0
exe,0,262600,6.426736112225004,0.171824,0.146401,0.030747,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,9754,0
exe,0,22016,5.657178493789223,0.313343,0.065254,0.024928,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,17044,0
exe,0,61984,5.351562450532291,0.324968,0.091448,0.034217,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,13360,0
exe,0,15944,5.549492742947455,0.21839,0.071484,0.019433,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,13549,0
exe,0,104688,5.815822149375148,0.160726,0.144087,0.012182,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,13492,0
exe,0,2499880,6.789578217219058,0.20038,0.12619,0.051037,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,17230,0
exe,0,38400,6.673847255790416,0.350854,0.040199,0.058268,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,4288,0
exe,0,18944,5.647283828410609,0.327289,0.090449,0.036298,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,1502,0
exe,0,42496,6.06081297852865,0.287835,0.085597,0.042739,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,3451,0
exe,0,18432,5.661305285028294,0.222068,0.175073,0.026928,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,3631,0
exe,0,81920,5.237356255915923,0.321459,0.156375,0.052967,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,11376,0
exe,0,245048,6.824414369693429,0.262968,0.16199,0.034397,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,2176,0
exe,0,33856,6.475575062215903,0.260539,0.057563,0.04422,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,8454,0
exe,0,1047552,6.516856805325703,0.294159,0.089435,0.014922,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,15538,0
exe,0,68608,6.205538153232325,0.143255,0.067915,0.011447,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,2838,0
exe,0,145824,4.803489676156395,0.176276,0.079975,0.017278,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,14502,0
exe,0,54784,6.138195330770689,0.247141,0.146803,0.018499,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,13535,0
exe,0,19328,6.165937296043393,0.261125,0.058533,0.055641,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,8608,0
exe,0,197136,6.029139538007756,0.219899,0.060636,0.022766,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,16245,0
exe,0,57425,5.665364565438659,0.334314,0.128418,0.017899,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,12323,0
exe,0,22016,5.7486403941294,0.356789,0.067865,0.058101,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,15969,0
exe,0,26624,6.101717755520455,0.319779,0.051875,0.029235,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,4494,0
exe,0,106496,5.163888255353736,0.161673,0.111508,0.038741,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,1718,0
exe,0,38400,6.1052331030239495,0.354266,0.125317,0.023724,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,2607,0
exe,0,81229680,7.998503667155533,0.33676,0.139228,0.051642,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,8540,0
exe,0,41376,5.71017245793591,0.257837,0.076371,0.041831,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,9212,0
exe,0,25600,5.467965768414163,0.276219,0.135349,0.042959,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,4183,0
exe,0,924632,5.380883897236122,0.334885,0.123414,0.025447,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,2093,0
exe,0,179016,6.527498352421729,0.250689,0.137178,0.014507,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,11705,0
exe,0,86070,4.964648378800825,0.294345,0.048102,0.016608,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,12988,0
